Image 1,Image 2,Similarity Index
18.jpg,46.jpg,0.695379357
18.jpg,47.jpg,0.705134319
18.jpg,48.jpg,0.559700877
18.jpg,49.jpg,0.707280971
18.jpg,50.jpg,0.719929143
18.jpg,51.jpg,0.712219955
18.jpg,52.jpg,0.657281521
18.jpg,53.jpg,0.676570331
18.jpg,54.jpg,0.657656962
18.jpg,55.jpg,0.711822917
18.jpg,56.jpg,0.492117293
18.jpg,57.jpg,0.339096525
18.jpg,58.jpg,0.033077924
18.jpg,59.jpg,0.373647062
18.jpg,60.jpg,0.719473904
18.jpg,61.jpg,0.663761914
18.jpg,62.jpg,0.602644464
18.jpg,63.jpg,0.673768093
18.jpg,64.jpg,0.329155424
18.jpg,65.jpg,0.658026404
18.jpg,66.jpg,0.707811408
18.jpg,67.jpg,0.071597885
18.jpg,68.jpg,0.61281085
18.jpg,69.jpg,0.705607765
18.jpg,70.jpg,0.152656642
18.jpg,71.jpg,0.667088073
18.jpg,72.jpg,0.147822511
18.jpg,73.jpg,0.709924364
18.jpg,74.jpg,0.660448146
18.jpg,75.jpg,0.149701851
18.jpg,76.jpg,0.721896551
18.jpg,77.jpg,0.722315131
18.jpg,78.jpg,0.241660722
18.jpg,79.jpg,0.718971922
18.jpg,80.jpg,0.722984453
18.jpg,81.jpg,0.690020753
18.jpg,82.jpg,0.325990501
18.jpg,83.jpg,0.695125791
18.jpg,84.jpg,0.684980844
18.jpg,85.jpg,0.699090167
18.jpg,86.jpg,0.702944396
18.jpg,87.jpg,0.680816543
18.jpg,88.jpg,0.684282346
18.jpg,89.jpg,0.692381738
18.jpg,90.jpg,0.336141123
18.jpg,91.jpg,0.147215405
18.jpg,92.jpg,0.229568745
18.jpg,93.jpg,0.714675502
18.jpg,94.jpg,0.714024936
18.jpg,95.jpg,0.637236906
18.jpg,96.jpg,0.501765479
18.jpg,97.jpg,0.712077887
18.jpg,98.jpg,0.429996831
18.jpg,99.jpg,0.414739097
18.jpg,100.jpg,0.621534577
18.jpg,101.jpg,0.679312705
18.jpg,102.jpg,0.708230902
18.jpg,103.jpg,0.00375768
18.jpg,104.jpg,0.70529284
18.jpg,105.jpg,0.706442849
18.jpg,106.jpg,0.721944788
18.jpg,107.jpg,0.161632128
18.jpg,108.jpg,0.626111987
18.jpg,109.jpg,0.201519657
18.jpg,110.jpg,0.519062874
18.jpg,111.jpg,0.501266183
18.jpg,112.jpg,0.705700303
18.jpg,113.jpg,0.333715188
18.jpg,114.jpg,0.000366689
18.jpg,115.jpg,0.007620106
18.jpg,116.jpg,0.169414813
18.jpg,117.jpg,0.193485986
18.jpg,118.jpg,0.697316218
18.jpg,119.jpg,0.094531688
18.jpg,120.jpg,0.733871374
18.jpg,121.jpg,0.731482159
19.jpg,20.jpg,0.813813071
19.jpg,21.jpg,0.643619619
19.jpg,22.jpg,0.759300334
19.jpg,23.jpg,0.745659703
19.jpg,24.jpg,0.744835482
19.jpg,25.jpg,0.810130882
19.jpg,26.jpg,0.058855154
19.jpg,27.jpg,0.300879373
19.jpg,28.jpg,0.850110883
19.jpg,29.jpg,0.314630729
19.jpg,30.jpg,0.314922122
19.jpg,31.jpg,0.790346986
19.jpg,32.jpg,0.794250885
19.jpg,33.jpg,0.407630944
19.jpg,34.jpg,0.777876776
19.jpg,35.jpg,0.685060848
19.jpg,36.jpg,0.848834165
19.jpg,37.jpg,0.002271745
19.jpg,38.jpg,0.215106801
19.jpg,39.jpg,0.858272618
19.jpg,40.jpg,0.34603985
19.jpg,41.jpg,0.719971467
19.jpg,42.jpg,0.14873022
19.jpg,43.jpg,0.860052841
19.jpg,44.jpg,0.719508835
19.jpg,45.jpg,0.756344827
19.jpg,46.jpg,0.776634597
19.jpg,47.jpg,0.842842798
19.jpg,48.jpg,0.658629283
19.jpg,49.jpg,0.821691929
19.jpg,50.jpg,0.836278452
19.jpg,51.jpg,0.853509592
19.jpg,52.jpg,0.693218775
19.jpg,53.jpg,0.739885935
19.jpg,54.jpg,0.794157898
19.jpg,55.jpg,0.794441983
19.jpg,56.jpg,0.591789401
19.jpg,57.jpg,0.400308095
19.jpg,58.jpg,0.042428017
19.jpg,59.jpg,0.436645995
19.jpg,60.jpg,0.859374206
19.jpg,61.jpg,0.771772089
19.jpg,62.jpg,0.675833143
19.jpg,63.jpg,0.777015592
19.jpg,64.jpg,0.372818037
19.jpg,65.jpg,0.766601805
19.jpg,66.jpg,0.810149234
19.jpg,67.jpg,0.079401512
19.jpg,68.jpg,0.674335018
19.jpg,69.jpg,0.832872923
19.jpg,70.jpg,0.176189134
19.jpg,71.jpg,0.786905592
19.jpg,72.jpg,0.170802885
19.jpg,73.jpg,0.820572475
19.jpg,74.jpg,0.788474889
19.jpg,75.jpg,0.182926697
19.jpg,76.jpg,0.851230855
19.jpg,77.jpg,0.84295065
19.jpg,78.jpg,0.280381508
19.jpg,79.jpg,0.857971779
19.jpg,80.jpg,0.854502665
19.jpg,81.jpg,0.789101796
19.jpg,82.jpg,0.365199349
19.jpg,83.jpg,0.819295808
19.jpg,84.jpg,0.821754682
19.jpg,85.jpg,0.807291489
19.jpg,86.jpg,0.828795222
19.jpg,87.jpg,0.786170214
19.jpg,88.jpg,0.811185465
19.jpg,89.jpg,0.793385593
19.jpg,90.jpg,0.385854982
19.jpg,91.jpg,0.16921961
19.jpg,92.jpg,0.270200904
19.jpg,93.jpg,0.831547241
19.jpg,94.jpg,0.840731212
19.jpg,95.jpg,0.761242106
19.jpg,96.jpg,0.569348975
19.jpg,97.jpg,0.826613191
19.jpg,98.jpg,0.478118105
19.jpg,99.jpg,0.487760706
19.jpg,100.jpg,0.69752889
19.jpg,101.jpg,0.786843647
19.jpg,102.jpg,0.824251876
19.jpg,103.jpg,0.004772284
19.jpg,104.jpg,0.825360496
19.jpg,105.jpg,0.827051161
19.jpg,106.jpg,0.855002157
19.jpg,107.jpg,0.182666026
19.jpg,108.jpg,0.691151498
19.jpg,109.jpg,0.237784831
19.jpg,110.jpg,0.610288706
19.jpg,111.jpg,0.592346578
19.jpg,112.jpg,0.820203229
19.jpg,113.jpg,0.390688103
19.jpg,114.jpg,0.000517879
19.jpg,115.jpg,0.009996732
19.jpg,116.jpg,0.199135658
19.jpg,117.jpg,0.215610685
19.jpg,118.jpg,0.820868976
19.jpg,119.jpg,0.112520332
19.jpg,120.jpg,0.882816538
19.jpg,121.jpg,0.877162259
20.jpg,21.jpg,0.646070937
20.jpg,22.jpg,0.753418843
20.jpg,23.jpg,0.753120709
20.jpg,24.jpg,0.746220981
20.jpg,25.jpg,0.783706783
20.jpg,26.jpg,0.065518939
20.jpg,27.jpg,0.303322186
20.jpg,28.jpg,0.809034757
20.jpg,29.jpg,0.309679253
20.jpg,30.jpg,0.307129528
20.jpg,31.jpg,0.774744553
20.jpg,32.jpg,0.769938432
20.jpg,33.jpg,0.386640224
20.jpg,34.jpg,0.741724438
20.jpg,35.jpg,0.65989962
20.jpg,36.jpg,0.826323811
20.jpg,37.jpg,0.004446884
20.jpg,38.jpg,0.211873164
20.jpg,39.jpg,0.810831854
20.jpg,40.jpg,0.345274047
20.jpg,41.jpg,0.69451884
20.jpg,42.jpg,0.155207144
20.jpg,43.jpg,0.820994626
20.jpg,44.jpg,0.70734674
20.jpg,45.jpg,0.740256441
20.jpg,46.jpg,0.762344481
20.jpg,47.jpg,0.807816863
20.jpg,48.jpg,0.657897451
20.jpg,49.jpg,0.811913095
20.jpg,50.jpg,0.822013734
20.jpg,51.jpg,0.808669189
20.jpg,52.jpg,0.677426273
20.jpg,53.jpg,0.743271303
20.jpg,54.jpg,0.761891233
20.jpg,55.jpg,0.771211668
20.jpg,56.jpg,0.565845748
20.jpg,57.jpg,0.401493741
20.jpg,58.jpg,0.046197047
20.jpg,59.jpg,0.42425703
20.jpg,60.jpg,0.821766036
20.jpg,61.jpg,0.744201388
20.jpg,62.jpg,0.667534329
20.jpg,63.jpg,0.756626377
20.jpg,64.jpg,0.362686115
20.jpg,65.jpg,0.754344117
20.jpg,66.jpg,0.804669818
20.jpg,67.jpg,0.077933833
20.jpg,68.jpg,0.659238289
20.jpg,69.jpg,0.807603082
20.jpg,70.jpg,0.173615513
20.jpg,71.jpg,0.756721645
20.jpg,72.jpg,0.173319254
20.jpg,73.jpg,0.820792549
20.jpg,74.jpg,0.750216883
20.jpg,75.jpg,0.176878673
20.jpg,76.jpg,0.820863657
20.jpg,77.jpg,0.807593677
20.jpg,78.jpg,0.267729424
20.jpg,79.jpg,0.832560297
20.jpg,80.jpg,0.812756922
20.jpg,81.jpg,0.766341531
20.jpg,82.jpg,0.355859519
20.jpg,83.jpg,0.781769045
20.jpg,84.jpg,0.783406383
20.jpg,85.jpg,0.786786385
20.jpg,86.jpg,0.793423537
20.jpg,87.jpg,0.768494174
20.jpg,88.jpg,0.777902849
20.jpg,89.jpg,0.788225842
20.jpg,90.jpg,0.384734124
20.jpg,91.jpg,0.167451345
20.jpg,92.jpg,0.263349494
20.jpg,93.jpg,0.81838404
20.jpg,94.jpg,0.838626804
20.jpg,95.jpg,0.73732292
20.jpg,96.jpg,0.571626591
20.jpg,97.jpg,0.790207388
20.jpg,98.jpg,0.465156628
20.jpg,99.jpg,0.475157561
20.jpg,100.jpg,0.683472185
20.jpg,101.jpg,0.766306415
20.jpg,102.jpg,0.806739038
20.jpg,103.jpg,0.005065464
20.jpg,104.jpg,0.807469225
20.jpg,105.jpg,0.80826751
20.jpg,106.jpg,0.81564875
20.jpg,107.jpg,0.183396445
20.jpg,108.jpg,0.688666073
20.jpg,109.jpg,0.251266882
20.jpg,110.jpg,0.588038429
20.jpg,111.jpg,0.569981085
20.jpg,112.jpg,0.806807301
20.jpg,113.jpg,0.380442242
20.jpg,114.jpg,0.001072791
20.jpg,115.jpg,0.013238193
20.jpg,116.jpg,0.202293007
20.jpg,117.jpg,0.214804281
20.jpg,118.jpg,0.784955368
20.jpg,119.jpg,0.113494026
20.jpg,120.jpg,0.853120944
20.jpg,121.jpg,0.845732577
21.jpg,22.jpg,0.594337418
21.jpg,23.jpg,0.60115313
21.jpg,24.jpg,0.601867465
21.jpg,25.jpg,0.637206517
21.jpg,26.jpg,0.046416775
21.jpg,27.jpg,0.231931203
21.jpg,28.jpg,0.648326241
21.jpg,29.jpg,0.283028454
21.jpg,30.jpg,0.2375555
21.jpg,31.jpg,0.617379105
21.jpg,32.jpg,0.617382827
21.jpg,33.jpg,0.291705756
21.jpg,34.jpg,0.638305173
21.jpg,35.jpg,0.519548271
21.jpg,36.jpg,0.653871152
21.jpg,37.jpg,0.004212245
21.jpg,38.jpg,0.170081217
21.jpg,39.jpg,0.64988146
21.jpg,40.jpg,0.267402127
21.jpg,41.jpg,0.533940214
21.jpg,42.jpg,0.123455142
21.jpg,43.jpg,0.647196556
21.jpg,44.jpg,0.598384932
21.jpg,45.jpg,0.582323151
21.jpg,46.jpg,0.619879981
21.jpg,47.jpg,0.643257245
21.jpg,48.jpg,0.513045508
21.jpg,49.jpg,0.645953598
21.jpg,50.jpg,0.653878562
21.jpg,51.jpg,0.644935903
21.jpg,52.jpg,0.580963093
21.jpg,53.jpg,0.613176621
21.jpg,54.jpg,0.604905284
21.jpg,55.jpg,0.629296528
21.jpg,56.jpg,0.441078823
21.jpg,57.jpg,0.300960889
21.jpg,58.jpg,0.038906107
21.jpg,59.jpg,0.334538653
21.jpg,60.jpg,0.648719797
21.jpg,61.jpg,0.61013821
21.jpg,62.jpg,0.53681929
21.jpg,63.jpg,0.623973585
21.jpg,64.jpg,0.296375795
21.jpg,65.jpg,0.595399158
21.jpg,66.jpg,0.620157165
21.jpg,67.jpg,0.068743272
21.jpg,68.jpg,0.579142849
21.jpg,69.jpg,0.64055862
21.jpg,70.jpg,0.145112785
21.jpg,71.jpg,0.599511405
21.jpg,72.jpg,0.142853898
21.jpg,73.jpg,0.650532105
21.jpg,74.jpg,0.596040301
21.jpg,75.jpg,0.133694334
21.jpg,76.jpg,0.637994922
21.jpg,77.jpg,0.653557629
21.jpg,78.jpg,0.218725814
21.jpg,79.jpg,0.65078195
21.jpg,80.jpg,0.651829945
21.jpg,81.jpg,0.623784998
21.jpg,82.jpg,0.28498577
21.jpg,83.jpg,0.630197335
21.jpg,84.jpg,0.618263255
21.jpg,85.jpg,0.625244887
21.jpg,86.jpg,0.638300881
21.jpg,87.jpg,0.621926417
21.jpg,88.jpg,0.609868161
21.jpg,89.jpg,0.634380364
21.jpg,90.jpg,0.294030597
21.jpg,91.jpg,0.134954308
21.jpg,92.jpg,0.206705179
21.jpg,93.jpg,0.643268483
21.jpg,94.jpg,0.650953775
21.jpg,95.jpg,0.581724306
21.jpg,96.jpg,0.449247426
21.jpg,97.jpg,0.641337742
21.jpg,98.jpg,0.384933115
21.jpg,99.jpg,0.380429883
21.jpg,100.jpg,0.591938804
21.jpg,101.jpg,0.594146855
21.jpg,102.jpg,0.643756887
21.jpg,103.jpg,0.006628788
21.jpg,104.jpg,0.64404364
21.jpg,105.jpg,0.640217074
21.jpg,106.jpg,0.654063306
21.jpg,107.jpg,0.153076932
21.jpg,108.jpg,0.593235632
21.jpg,109.jpg,0.188039663
21.jpg,110.jpg,0.468476141
21.jpg,111.jpg,0.454074371
21.jpg,112.jpg,0.636416546
21.jpg,113.jpg,0.295735211
21.jpg,114.jpg,0.001955761
21.jpg,115.jpg,0.009006883
21.jpg,116.jpg,0.151651496
21.jpg,117.jpg,0.17980639
21.jpg,118.jpg,0.644878794
21.jpg,119.jpg,0.087423329
21.jpg,120.jpg,0.664295648
21.jpg,121.jpg,0.65992861
22.jpg,23.jpg,0.724112281
22.jpg,24.jpg,0.732138804
22.jpg,25.jpg,0.727407294
22.jpg,26.jpg,0.05346608
22.jpg,27.jpg,0.275231228
22.jpg,28.jpg,0.760165183
22.jpg,29.jpg,0.2990101
22.jpg,30.jpg,0.288473963
22.jpg,31.jpg,0.727508496
22.jpg,32.jpg,0.709023625
22.jpg,33.jpg,0.357133787
22.jpg,34.jpg,0.683699105
22.jpg,35.jpg,0.614339558
22.jpg,36.jpg,0.777931419
22.jpg,37.jpg,0.002838246
22.jpg,38.jpg,0.205430798
22.jpg,39.jpg,0.753912967
22.jpg,40.jpg,0.313324215
22.jpg,41.jpg,0.650649876
22.jpg,42.jpg,0.140582167
22.jpg,43.jpg,0.763998234
22.jpg,44.jpg,0.674637758
22.jpg,45.jpg,0.703840944
22.jpg,46.jpg,0.719383687
22.jpg,47.jpg,0.756939092
22.jpg,48.jpg,0.606559155
22.jpg,49.jpg,0.746827057
22.jpg,50.jpg,0.762081332
22.jpg,51.jpg,0.752163518
22.jpg,52.jpg,0.643465167
22.jpg,53.jpg,0.699351517
22.jpg,54.jpg,0.711275576
22.jpg,55.jpg,0.731799713
22.jpg,56.jpg,0.528713615
22.jpg,57.jpg,0.364094964
22.jpg,58.jpg,0.042443441
22.jpg,59.jpg,0.395504321
22.jpg,60.jpg,0.767635874
22.jpg,61.jpg,0.684883503
22.jpg,62.jpg,0.652966343
22.jpg,63.jpg,0.691928146
22.jpg,64.jpg,0.35398853
22.jpg,65.jpg,0.706874859
22.jpg,66.jpg,0.776670604
22.jpg,67.jpg,0.074674518
22.jpg,68.jpg,0.615723986
22.jpg,69.jpg,0.767374741
22.jpg,70.jpg,0.165785413
22.jpg,71.jpg,0.708372529
22.jpg,72.jpg,0.160800445
22.jpg,73.jpg,0.764328714
22.jpg,74.jpg,0.697651677
22.jpg,75.jpg,0.17475671
22.jpg,76.jpg,0.783952713
22.jpg,77.jpg,0.750352031
22.jpg,78.jpg,0.253932015
22.jpg,79.jpg,0.786590232
22.jpg,80.jpg,0.761611952
22.jpg,81.jpg,0.717001281
22.jpg,82.jpg,0.328444016
22.jpg,83.jpg,0.735052962
22.jpg,84.jpg,0.73195929
22.jpg,85.jpg,0.745334848
22.jpg,86.jpg,0.73331939
22.jpg,87.jpg,0.712387076
22.jpg,88.jpg,0.726114352
22.jpg,89.jpg,0.732185784
22.jpg,90.jpg,0.358258255
22.jpg,91.jpg,0.160104075
22.jpg,92.jpg,0.243925035
22.jpg,93.jpg,0.774337935
22.jpg,94.jpg,0.780932111
22.jpg,95.jpg,0.692192833
22.jpg,96.jpg,0.535324282
22.jpg,97.jpg,0.734802072
22.jpg,98.jpg,0.438798203
22.jpg,99.jpg,0.450956377
22.jpg,100.jpg,0.638339974
22.jpg,101.jpg,0.738145351
22.jpg,102.jpg,0.767236081
22.jpg,103.jpg,0.001939171
22.jpg,104.jpg,0.749545509
22.jpg,105.jpg,0.761087991
22.jpg,106.jpg,0.764173209
22.jpg,107.jpg,0.174479609
22.jpg,108.jpg,0.628559236
22.jpg,109.jpg,0.220782992
22.jpg,110.jpg,0.544597321
22.jpg,111.jpg,0.533231718
22.jpg,112.jpg,0.775727849
22.jpg,113.jpg,0.357093949
22.jpg,114.jpg,0.000364949
22.jpg,115.jpg,0.009479832
22.jpg,116.jpg,0.177392341
22.jpg,117.jpg,0.2030686
22.jpg,118.jpg,0.733200701
22.jpg,119.jpg,0.105126393
22.jpg,120.jpg,0.798417671
22.jpg,121.jpg,0.792710742
23.jpg,24.jpg,0.717115911
23.jpg,25.jpg,0.725645171
23.jpg,26.jpg,0.051822143
23.jpg,27.jpg,0.276100702
23.jpg,28.jpg,0.756199921
23.jpg,29.jpg,0.294030968
23.jpg,30.jpg,0.291063638
23.jpg,31.jpg,0.732816167
23.jpg,32.jpg,0.710397301
23.jpg,33.jpg,0.364768151
23.jpg,34.jpg,0.681873759
23.jpg,35.jpg,0.618523435
23.jpg,36.jpg,0.771489636
23.jpg,37.jpg,0.008181619
23.jpg,38.jpg,0.203081205
23.jpg,39.jpg,0.745275062
23.jpg,40.jpg,0.315607507
23.jpg,41.jpg,0.647772475
23.jpg,42.jpg,0.137859552
23.jpg,43.jpg,0.747149284
23.jpg,44.jpg,0.66508643
23.jpg,45.jpg,0.695270781
23.jpg,46.jpg,0.712364055
23.jpg,47.jpg,0.746677581
23.jpg,48.jpg,0.609492186
23.jpg,49.jpg,0.740126741
23.jpg,50.jpg,0.761713477
23.jpg,51.jpg,0.747111096
23.jpg,52.jpg,0.634226208
23.jpg,53.jpg,0.697881959
23.jpg,54.jpg,0.713920212
23.jpg,55.jpg,0.726001681
23.jpg,56.jpg,0.531821128
23.jpg,57.jpg,0.36725058
23.jpg,58.jpg,0.043055854
23.jpg,59.jpg,0.400356675
23.jpg,60.jpg,0.759852173
23.jpg,61.jpg,0.686728432
23.jpg,62.jpg,0.643412934
23.jpg,63.jpg,0.695569617
23.jpg,64.jpg,0.354585591
23.jpg,65.jpg,0.704750778
23.jpg,66.jpg,0.763934136
23.jpg,67.jpg,0.073802506
23.jpg,68.jpg,0.628359505
23.jpg,69.jpg,0.752779852
23.jpg,70.jpg,0.162980186
23.jpg,71.jpg,0.707971257
23.jpg,72.jpg,0.160156093
23.jpg,73.jpg,0.76693921
23.jpg,74.jpg,0.695717803
23.jpg,75.jpg,0.168770849
23.jpg,76.jpg,0.773683364
23.jpg,77.jpg,0.750471513
23.jpg,78.jpg,0.25586775
23.jpg,79.jpg,0.776934703
23.jpg,80.jpg,0.755831354
23.jpg,81.jpg,0.714909413
23.jpg,82.jpg,0.331767364
23.jpg,83.jpg,0.727393046
23.jpg,84.jpg,0.73008833
23.jpg,85.jpg,0.73530477
23.jpg,86.jpg,0.7304615
23.jpg,87.jpg,0.718710018
23.jpg,88.jpg,0.730552662
23.jpg,89.jpg,0.732524337
23.jpg,90.jpg,0.359146419
23.jpg,91.jpg,0.16162397
23.jpg,92.jpg,0.241048084
23.jpg,93.jpg,0.76579348
23.jpg,94.jpg,0.780766048
23.jpg,95.jpg,0.686762933
23.jpg,96.jpg,0.532531745
23.jpg,97.jpg,0.734042177
23.jpg,98.jpg,0.442005615
23.jpg,99.jpg,0.455111049
23.jpg,100.jpg,0.643419021
23.jpg,101.jpg,0.721074494
23.jpg,102.jpg,0.76968597
23.jpg,103.jpg,0.012087054
23.jpg,104.jpg,0.747254168
23.jpg,105.jpg,0.750816773
23.jpg,106.jpg,0.765133204
23.jpg,107.jpg,0.177773418
23.jpg,108.jpg,0.637729608
23.jpg,109.jpg,0.220925125
23.jpg,110.jpg,0.543956298
23.jpg,111.jpg,0.533881009
23.jpg,112.jpg,0.756624981
23.jpg,113.jpg,0.359910511
23.jpg,114.jpg,0.018623845
23.jpg,115.jpg,0.01915395
23.jpg,116.jpg,0.17910998
23.jpg,117.jpg,0.202941655
23.jpg,118.jpg,0.733867361
23.jpg,119.jpg,0.104569474
23.jpg,120.jpg,0.792941886
23.jpg,121.jpg,0.791587865
24.jpg,25.jpg,0.73362427
24.jpg,26.jpg,0.061913769
24.jpg,27.jpg,0.292620713
24.jpg,28.jpg,0.754902093
24.jpg,29.jpg,0.301766564
24.jpg,30.jpg,0.30104323
24.jpg,31.jpg,0.718798309
24.jpg,32.jpg,0.702031177
24.jpg,33.jpg,0.362814496
24.jpg,34.jpg,0.689043902
24.jpg,35.jpg,0.623423049
24.jpg,36.jpg,0.764633175
24.jpg,37.jpg,0.002271816
24.jpg,38.jpg,0.213981754
24.jpg,39.jpg,0.752802222
24.jpg,40.jpg,0.336682839
24.jpg,41.jpg,0.651923273
24.jpg,42.jpg,0.148110099
24.jpg,43.jpg,0.747312889
24.jpg,44.jpg,0.678600614
24.jpg,45.jpg,0.704984829
24.jpg,46.jpg,0.730619317
24.jpg,47.jpg,0.737634465
24.jpg,48.jpg,0.602788119
24.jpg,49.jpg,0.744979331
24.jpg,50.jpg,0.762698765
24.jpg,51.jpg,0.75138342
24.jpg,52.jpg,0.649090244
24.jpg,53.jpg,0.701388891
24.jpg,54.jpg,0.711320708
24.jpg,55.jpg,0.745292249
24.jpg,56.jpg,0.546879915
24.jpg,57.jpg,0.386992063
24.jpg,58.jpg,0.043550188
24.jpg,59.jpg,0.410354464
24.jpg,60.jpg,0.764373253
24.jpg,61.jpg,0.69621121
24.jpg,62.jpg,0.634547065
24.jpg,63.jpg,0.694305864
24.jpg,64.jpg,0.357222036
24.jpg,65.jpg,0.697308383
24.jpg,66.jpg,0.769434607
24.jpg,67.jpg,0.079772169
24.jpg,68.jpg,0.622578057
24.jpg,69.jpg,0.763793418
24.jpg,70.jpg,0.175788406
24.jpg,71.jpg,0.710298231
24.jpg,72.jpg,0.171289673
24.jpg,73.jpg,0.761364615
24.jpg,74.jpg,0.697200801
24.jpg,75.jpg,0.181017586
24.jpg,76.jpg,0.778691418
24.jpg,77.jpg,0.755049694
24.jpg,78.jpg,0.264836052
24.jpg,79.jpg,0.780352117
24.jpg,80.jpg,0.763420003
24.jpg,81.jpg,0.721133431
24.jpg,82.jpg,0.342739275
24.jpg,83.jpg,0.73299182
24.jpg,84.jpg,0.71997434
24.jpg,85.jpg,0.73847545
24.jpg,86.jpg,0.739206423
24.jpg,87.jpg,0.707959109
24.jpg,88.jpg,0.73309612
24.jpg,89.jpg,0.724414183
24.jpg,90.jpg,0.360238564
24.jpg,91.jpg,0.168371161
24.jpg,92.jpg,0.263051018
24.jpg,93.jpg,0.766501809
24.jpg,94.jpg,0.766809096
24.jpg,95.jpg,0.683863517
24.jpg,96.jpg,0.534049196
24.jpg,97.jpg,0.737900472
24.jpg,98.jpg,0.445476389
24.jpg,99.jpg,0.456039568
24.jpg,100.jpg,0.644292718
24.jpg,101.jpg,0.732124398
24.jpg,102.jpg,0.767018282
24.jpg,103.jpg,0.008134039
24.jpg,104.jpg,0.747456247
24.jpg,105.jpg,0.754298035
24.jpg,106.jpg,0.765010282
24.jpg,107.jpg,0.180436512
24.jpg,108.jpg,0.625037963
24.jpg,109.jpg,0.240636354
24.jpg,110.jpg,0.55027598
24.jpg,111.jpg,0.548869731
24.jpg,112.jpg,0.756842861
24.jpg,113.jpg,0.371460631
24.jpg,114.jpg,0.006443035
24.jpg,115.jpg,0.013200987
24.jpg,116.jpg,0.195690222
24.jpg,117.jpg,0.213811368
24.jpg,118.jpg,0.733871698
24.jpg,119.jpg,0.116435631
24.jpg,120.jpg,0.796836896
24.jpg,121.jpg,0.787584731
25.jpg,26.jpg,0.060974714
25.jpg,27.jpg,0.292085136
25.jpg,28.jpg,0.822736465
25.jpg,29.jpg,0.303861031
25.jpg,30.jpg,0.302794355
25.jpg,31.jpg,0.771025873
25.jpg,32.jpg,0.75701532
25.jpg,33.jpg,0.383655538
25.jpg,34.jpg,0.762441777
25.jpg,35.jpg,0.654617807
25.jpg,36.jpg,0.816343617
25.jpg,37.jpg,0.005375686
25.jpg,38.jpg,0.208917443
25.jpg,39.jpg,0.819318416
25.jpg,40.jpg,0.330642621
25.jpg,41.jpg,0.685859305
25.jpg,42.jpg,0.14719023
25.jpg,43.jpg,0.816798091
25.jpg,44.jpg,0.711790772
25.jpg,45.jpg,0.731581235
25.jpg,46.jpg,0.762517729
25.jpg,47.jpg,0.805150493
25.jpg,48.jpg,0.632079126
25.jpg,49.jpg,0.796053501
25.jpg,50.jpg,0.807509345
25.jpg,51.jpg,0.817402176
25.jpg,52.jpg,0.685130718
25.jpg,53.jpg,0.732664983
25.jpg,54.jpg,0.769510631
25.jpg,55.jpg,0.777365579
25.jpg,56.jpg,0.565870452
25.jpg,57.jpg,0.386609917
25.jpg,58.jpg,0.041577574
25.jpg,59.jpg,0.420431876
25.jpg,60.jpg,0.830673535
25.jpg,61.jpg,0.753468689
25.jpg,62.jpg,0.654002609
25.jpg,63.jpg,0.761232798
25.jpg,64.jpg,0.356362188
25.jpg,65.jpg,0.737608277
25.jpg,66.jpg,0.776863707
25.jpg,67.jpg,0.081052015
25.jpg,68.jpg,0.665865382
25.jpg,69.jpg,0.797397916
25.jpg,70.jpg,0.174699691
25.jpg,71.jpg,0.752123708
25.jpg,72.jpg,0.166183096
25.jpg,73.jpg,0.79987384
25.jpg,74.jpg,0.755636225
25.jpg,75.jpg,0.168363439
25.jpg,76.jpg,0.811575259
25.jpg,77.jpg,0.815952845
25.jpg,78.jpg,0.267655612
25.jpg,79.jpg,0.819969743
25.jpg,80.jpg,0.816902266
25.jpg,81.jpg,0.767569
25.jpg,82.jpg,0.355550847
25.jpg,83.jpg,0.789240207
25.jpg,84.jpg,0.777215064
25.jpg,85.jpg,0.779515842
25.jpg,86.jpg,0.806142228
25.jpg,87.jpg,0.752069507
25.jpg,88.jpg,0.781980522
25.jpg,89.jpg,0.769697168
25.jpg,90.jpg,0.375383286
25.jpg,91.jpg,0.164361375
25.jpg,92.jpg,0.257319649
25.jpg,93.jpg,0.804594465
25.jpg,94.jpg,0.808325598
25.jpg,95.jpg,0.729298846
25.jpg,96.jpg,0.555121753
25.jpg,97.jpg,0.803698382
25.jpg,98.jpg,0.468439158
25.jpg,99.jpg,0.465497092
25.jpg,100.jpg,0.672045633
25.jpg,101.jpg,0.757889717
25.jpg,102.jpg,0.799933796
25.jpg,103.jpg,0.007606093
25.jpg,104.jpg,0.792686523
25.jpg,105.jpg,0.800594014
25.jpg,106.jpg,0.82494597
25.jpg,107.jpg,0.178476608
25.jpg,108.jpg,0.672673368
25.jpg,109.jpg,0.23366137
25.jpg,110.jpg,0.590030237
25.jpg,111.jpg,0.566243418
25.jpg,112.jpg,0.786248146
25.jpg,113.jpg,0.370681245
25.jpg,114.jpg,0.003571399
25.jpg,115.jpg,0.010460114
25.jpg,116.jpg,0.19179417
25.jpg,117.jpg,0.210369549
25.jpg,118.jpg,0.795846586
25.jpg,119.jpg,0.112932297
25.jpg,120.jpg,0.852257643
25.jpg,121.jpg,0.843334649
26.jpg,27.jpg,0.315545611
26.jpg,28.jpg,0.059808498
26.jpg,29.jpg,0.077165422
26.jpg,30.jpg,0.245569034
26.jpg,31.jpg,0.048567939
26.jpg,32.jpg,0.046702836
26.jpg,33.jpg,0.183223561
