,Image1,Image2,SimilarityIndex
120,ImageRepo\114.jpg,ImageRepo\10.jpg,0.005506058757733065
121,ImageRepo\114.jpg,ImageRepo\100.jpg,0.0032076971242008564
122,ImageRepo\114.jpg,ImageRepo\101.jpg,0.0013939837176367858
123,ImageRepo\114.jpg,ImageRepo\102.jpg,0.0006026604325316897
124,ImageRepo\114.jpg,ImageRepo\103.jpg,0.695736093287597
125,ImageRepo\114.jpg,ImageRepo\104.jpg,0.0006868354452417162
126,ImageRepo\114.jpg,ImageRepo\105.jpg,0.0008109059973534384
127,ImageRepo\114.jpg,ImageRepo\106.jpg,0.0010313505157717078
128,ImageRepo\114.jpg,ImageRepo\107.jpg,0.008711308443618107
129,ImageRepo\114.jpg,ImageRepo\108.jpg,0.00039291273968324004
130,ImageRepo\114.jpg,ImageRepo\109.jpg,0.007936036451470127
131,ImageRepo\114.jpg,ImageRepo\11.jpg,0.06239489743114788
132,ImageRepo\114.jpg,ImageRepo\110.jpg,0.0037056263275141873
133,ImageRepo\114.jpg,ImageRepo\111.jpg,0.0022516527287698954
134,ImageRepo\114.jpg,ImageRepo\112.jpg,0.0011115987348513648
135,ImageRepo\114.jpg,ImageRepo\113.jpg,0.0018893358830474622
136,ImageRepo\115.jpg,ImageRepo\10.jpg,0.011803719210469526
137,ImageRepo\115.jpg,ImageRepo\100.jpg,0.0053199781244308965
138,ImageRepo\115.jpg,ImageRepo\101.jpg,0.010732523353851942
139,ImageRepo\115.jpg,ImageRepo\102.jpg,0.010990488986409953
140,ImageRepo\115.jpg,ImageRepo\103.jpg,0.6557967202638085
141,ImageRepo\115.jpg,ImageRepo\104.jpg,0.008848536933963516
142,ImageRepo\115.jpg,ImageRepo\105.jpg,0.009827957477762628
143,ImageRepo\115.jpg,ImageRepo\106.jpg,0.00912264868083682
144,ImageRepo\115.jpg,ImageRepo\107.jpg,0.03221622909555719
145,ImageRepo\115.jpg,ImageRepo\108.jpg,0.005511457716883605
146,ImageRepo\115.jpg,ImageRepo\109.jpg,0.03478405988011755
147,ImageRepo\115.jpg,ImageRepo\11.jpg,0.03746226189195209
148,ImageRepo\115.jpg,ImageRepo\110.jpg,0.02128494282035039
149,ImageRepo\115.jpg,ImageRepo\111.jpg,0.015095471667116014
150,ImageRepo\115.jpg,ImageRepo\112.jpg,0.00968218069167365
151,ImageRepo\115.jpg,ImageRepo\113.jpg,0.022463274289299617
152,ImageRepo\115.jpg,ImageRepo\114.jpg,0.7802852856637973
153,ImageRepo\116.jpg,ImageRepo\10.jpg,0.1798139106727461
154,ImageRepo\116.jpg,ImageRepo\100.jpg,0.15418544609977647
155,ImageRepo\116.jpg,ImageRepo\101.jpg,0.19417435246861073
156,ImageRepo\116.jpg,ImageRepo\102.jpg,0.191830269844689
157,ImageRepo\116.jpg,ImageRepo\103.jpg,0.02895477806831437
158,ImageRepo\116.jpg,ImageRepo\104.jpg,0.2029244555955696
159,ImageRepo\116.jpg,ImageRepo\105.jpg,0.19269908635615052
160,ImageRepo\116.jpg,ImageRepo\106.jpg,0.20254981144117287
161,ImageRepo\116.jpg,ImageRepo\107.jpg,0.7715668328153561
162,ImageRepo\116.jpg,ImageRepo\108.jpg,0.16660910721618885
163,ImageRepo\116.jpg,ImageRepo\109.jpg,0.8592624478648064
164,ImageRepo\116.jpg,ImageRepo\11.jpg,0.1618438362426365
165,ImageRepo\116.jpg,ImageRepo\110.jpg,0.42350551200745623
166,ImageRepo\116.jpg,ImageRepo\111.jpg,0.45996470521629407
167,ImageRepo\116.jpg,ImageRepo\112.jpg,0.19610419377424024
168,ImageRepo\116.jpg,ImageRepo\113.jpg,0.6218088470359909
169,ImageRepo\116.jpg,ImageRepo\114.jpg,0.010036052623028202
170,ImageRepo\116.jpg,ImageRepo\115.jpg,0.036554152359512315
171,ImageRepo\117.jpg,ImageRepo\10.jpg,0.20348446892422545
172,ImageRepo\117.jpg,ImageRepo\100.jpg,0.18049083495364915
173,ImageRepo\117.jpg,ImageRepo\101.jpg,0.2004268568584144
174,ImageRepo\117.jpg,ImageRepo\102.jpg,0.20971169588617322
175,ImageRepo\117.jpg,ImageRepo\103.jpg,0.020511470412777802
176,ImageRepo\117.jpg,ImageRepo\104.jpg,0.2177142170669565
177,ImageRepo\117.jpg,ImageRepo\105.jpg,0.2093443826591521
178,ImageRepo\117.jpg,ImageRepo\106.jpg,0.2138488900609992
179,ImageRepo\117.jpg,ImageRepo\107.jpg,0.5735974395854977
180,ImageRepo\117.jpg,ImageRepo\108.jpg,0.20686833633496785
181,ImageRepo\117.jpg,ImageRepo\109.jpg,0.6453456075026681
182,ImageRepo\117.jpg,ImageRepo\11.jpg,0.19801439015521208
183,ImageRepo\117.jpg,ImageRepo\110.jpg,0.3609017363440605
184,ImageRepo\117.jpg,ImageRepo\111.jpg,0.44412772136539364
185,ImageRepo\117.jpg,ImageRepo\112.jpg,0.21199878600427466
186,ImageRepo\117.jpg,ImageRepo\113.jpg,0.5888119261544286
187,ImageRepo\117.jpg,ImageRepo\114.jpg,0.007811375718600198
188,ImageRepo\117.jpg,ImageRepo\115.jpg,0.019934733875456852
189,ImageRepo\117.jpg,ImageRepo\116.jpg,0.5903458813778476
190,ImageRepo\118.jpg,ImageRepo\10.jpg,0.772904696696183
191,ImageRepo\118.jpg,ImageRepo\100.jpg,0.6886512147346893
192,ImageRepo\118.jpg,ImageRepo\101.jpg,0.7745745529350839
193,ImageRepo\118.jpg,ImageRepo\102.jpg,0.8131703374241314
194,ImageRepo\118.jpg,ImageRepo\103.jpg,0.010294524005836336
195,ImageRepo\118.jpg,ImageRepo\104.jpg,0.7960800730002373
196,ImageRepo\118.jpg,ImageRepo\105.jpg,0.8141744365877212
197,ImageRepo\118.jpg,ImageRepo\106.jpg,0.8787041461182358
198,ImageRepo\118.jpg,ImageRepo\107.jpg,0.17766093338037248
199,ImageRepo\118.jpg,ImageRepo\108.jpg,0.676001154305594
200,ImageRepo\118.jpg,ImageRepo\109.jpg,0.23786829679430296
201,ImageRepo\118.jpg,ImageRepo\11.jpg,0.6471494675101431
202,ImageRepo\118.jpg,ImageRepo\110.jpg,0.5988981021129979
203,ImageRepo\118.jpg,ImageRepo\111.jpg,0.5991505638965837
204,ImageRepo\118.jpg,ImageRepo\112.jpg,0.7995132513591955
205,ImageRepo\118.jpg,ImageRepo\113.jpg,0.36933149317143216
206,ImageRepo\118.jpg,ImageRepo\114.jpg,0.006971731944020208
207,ImageRepo\118.jpg,ImageRepo\115.jpg,0.012873645265912498
208,ImageRepo\118.jpg,ImageRepo\116.jpg,0.20319130407311894
209,ImageRepo\118.jpg,ImageRepo\117.jpg,0.20793007899852298
210,ImageRepo\119.jpg,ImageRepo\10.jpg,0.1066199351390405
211,ImageRepo\119.jpg,ImageRepo\100.jpg,0.08229881220741599
212,ImageRepo\119.jpg,ImageRepo\101.jpg,0.10847569555788987
213,ImageRepo\119.jpg,ImageRepo\102.jpg,0.10820611999580894
214,ImageRepo\119.jpg,ImageRepo\103.jpg,0.054196183979528134
215,ImageRepo\119.jpg,ImageRepo\104.jpg,0.11227262659041266
216,ImageRepo\119.jpg,ImageRepo\105.jpg,0.10824497093331908
217,ImageRepo\119.jpg,ImageRepo\106.jpg,0.11235170220772657
218,ImageRepo\119.jpg,ImageRepo\107.jpg,0.6098467060051829
219,ImageRepo\119.jpg,ImageRepo\108.jpg,0.09425349911306748
220,ImageRepo\119.jpg,ImageRepo\109.jpg,0.6449910386497303
221,ImageRepo\119.jpg,ImageRepo\11.jpg,0.09363825727143997
222,ImageRepo\119.jpg,ImageRepo\110.jpg,0.32852955155695457
223,ImageRepo\119.jpg,ImageRepo\111.jpg,0.29226709025799086
224,ImageRepo\119.jpg,ImageRepo\112.jpg,0.10887632146195263
225,ImageRepo\119.jpg,ImageRepo\113.jpg,0.4053119076449388
226,ImageRepo\119.jpg,ImageRepo\114.jpg,0.03214536639008388
227,ImageRepo\119.jpg,ImageRepo\115.jpg,0.05343864610581279
228,ImageRepo\119.jpg,ImageRepo\116.jpg,0.6633056871865822
229,ImageRepo\119.jpg,ImageRepo\117.jpg,0.4695388284272748
230,ImageRepo\119.jpg,ImageRepo\118.jpg,0.11119197944561682
231,ImageRepo\12.jpg,ImageRepo\10.jpg,0.01031388839024573
232,ImageRepo\12.jpg,ImageRepo\100.jpg,0.011365554917947503
233,ImageRepo\12.jpg,ImageRepo\101.jpg,0.01373830366526258
234,ImageRepo\12.jpg,ImageRepo\102.jpg,0.012269102174541163
235,ImageRepo\12.jpg,ImageRepo\103.jpg,0.6499205807896581
236,ImageRepo\12.jpg,ImageRepo\104.jpg,0.01249209675467283
237,ImageRepo\12.jpg,ImageRepo\105.jpg,0.01428699472267326
238,ImageRepo\12.jpg,ImageRepo\106.jpg,0.013766526854263501
239,ImageRepo\12.jpg,ImageRepo\107.jpg,0.02698416963091113
240,ImageRepo\12.jpg,ImageRepo\108.jpg,0.006274824503917525
241,ImageRepo\12.jpg,ImageRepo\109.jpg,0.030187718167427796
242,ImageRepo\12.jpg,ImageRepo\11.jpg,0.0212237565758831
243,ImageRepo\12.jpg,ImageRepo\110.jpg,0.024665799255131415
244,ImageRepo\12.jpg,ImageRepo\111.jpg,0.019571677202231463
245,ImageRepo\12.jpg,ImageRepo\112.jpg,0.01094950362704892
246,ImageRepo\12.jpg,ImageRepo\113.jpg,0.01733697406035727
247,ImageRepo\12.jpg,ImageRepo\114.jpg,0.7407073133749581
248,ImageRepo\12.jpg,ImageRepo\115.jpg,0.7012752203116656
249,ImageRepo\12.jpg,ImageRepo\116.jpg,0.030904822463739916
250,ImageRepo\12.jpg,ImageRepo\117.jpg,0.020754922064162643
251,ImageRepo\12.jpg,ImageRepo\118.jpg,0.02214127581510561
252,ImageRepo\12.jpg,ImageRepo\119.jpg,0.05330066480642065
253,ImageRepo\120.jpg,ImageRepo\10.jpg,0.8216506788888976
254,ImageRepo\120.jpg,ImageRepo\100.jpg,0.712524500610976
255,ImageRepo\120.jpg,ImageRepo\101.jpg,0.8454433230768843
256,ImageRepo\120.jpg,ImageRepo\102.jpg,0.8791644289970432
257,ImageRepo\120.jpg,ImageRepo\103.jpg,0.004611679453977613
258,ImageRepo\120.jpg,ImageRepo\104.jpg,0.8630718814670338
259,ImageRepo\120.jpg,ImageRepo\105.jpg,0.878987069978177
260,ImageRepo\120.jpg,ImageRepo\106.jpg,0.9206291596266402
261,ImageRepo\120.jpg,ImageRepo\107.jpg,0.18776534489258767
262,ImageRepo\120.jpg,ImageRepo\108.jpg,0.7043107670995147
263,ImageRepo\120.jpg,ImageRepo\109.jpg,0.2505491540663058
264,ImageRepo\120.jpg,ImageRepo\11.jpg,0.687255921410037
265,ImageRepo\120.jpg,ImageRepo\110.jpg,0.637568178047487
266,ImageRepo\120.jpg,ImageRepo\111.jpg,0.6252033251022321
267,ImageRepo\120.jpg,ImageRepo\112.jpg,0.864640880608717
268,ImageRepo\120.jpg,ImageRepo\113.jpg,0.39561319888860963
269,ImageRepo\120.jpg,ImageRepo\114.jpg,0.0009386493396447464
270,ImageRepo\120.jpg,ImageRepo\115.jpg,0.012098403010343891
271,ImageRepo\120.jpg,ImageRepo\116.jpg,0.2153693596694696
272,ImageRepo\120.jpg,ImageRepo\117.jpg,0.2174270264118652
273,ImageRepo\120.jpg,ImageRepo\118.jpg,0.8921553997749317
274,ImageRepo\120.jpg,ImageRepo\119.jpg,0.11788524241036524
275,ImageRepo\120.jpg,ImageRepo\12.jpg,0.017181312180352144
276,ImageRepo\121.jpg,ImageRepo\10.jpg,0.8213867424826512
277,ImageRepo\121.jpg,ImageRepo\100.jpg,0.7150451809708316
278,ImageRepo\121.jpg,ImageRepo\101.jpg,0.8366069502850912
279,ImageRepo\121.jpg,ImageRepo\102.jpg,0.8744825031329201
280,ImageRepo\121.jpg,ImageRepo\103.jpg,0.004191666776586987
281,ImageRepo\121.jpg,ImageRepo\104.jpg,0.8558827536460596
282,ImageRepo\121.jpg,ImageRepo\105.jpg,0.874060984558295
283,ImageRepo\121.jpg,ImageRepo\106.jpg,0.9219695782680312
284,ImageRepo\121.jpg,ImageRepo\107.jpg,0.1867241544442055
285,ImageRepo\121.jpg,ImageRepo\108.jpg,0.7043231988881028
286,ImageRepo\121.jpg,ImageRepo\109.jpg,0.24777889019702515
287,ImageRepo\121.jpg,ImageRepo\11.jpg,0.6853693513868017
288,ImageRepo\121.jpg,ImageRepo\110.jpg,0.6345720160416024
289,ImageRepo\121.jpg,ImageRepo\111.jpg,0.6225951444108428
290,ImageRepo\121.jpg,ImageRepo\112.jpg,0.8575017187273916
291,ImageRepo\121.jpg,ImageRepo\113.jpg,0.39266483088831716
292,ImageRepo\121.jpg,ImageRepo\114.jpg,0.0007769146819699432
293,ImageRepo\121.jpg,ImageRepo\115.jpg,0.01068330183864889
294,ImageRepo\121.jpg,ImageRepo\116.jpg,0.21134999913235442
295,ImageRepo\121.jpg,ImageRepo\117.jpg,0.21742691037922965
296,ImageRepo\121.jpg,ImageRepo\118.jpg,0.891264244905947
297,ImageRepo\121.jpg,ImageRepo\119.jpg,0.11624172562305418
298,ImageRepo\121.jpg,ImageRepo\12.jpg,0.014431454094956072
299,ImageRepo\121.jpg,ImageRepo\120.jpg,0.9540681755848138
300,ImageRepo\13.jpg,ImageRepo\10.jpg,0.6767517773945043
301,ImageRepo\13.jpg,ImageRepo\100.jpg,0.6004584888319172
302,ImageRepo\13.jpg,ImageRepo\101.jpg,0.6559905818118836
303,ImageRepo\13.jpg,ImageRepo\102.jpg,0.6995914631773784
304,ImageRepo\13.jpg,ImageRepo\103.jpg,0.0020571199799477636
305,ImageRepo\13.jpg,ImageRepo\104.jpg,0.6910577646418742
306,ImageRepo\13.jpg,ImageRepo\105.jpg,0.6928803771256867
307,ImageRepo\13.jpg,ImageRepo\106.jpg,0.7289195126167635
308,ImageRepo\13.jpg,ImageRepo\107.jpg,0.16474741437630838
309,ImageRepo\13.jpg,ImageRepo\108.jpg,0.6083819861636458
310,ImageRepo\13.jpg,ImageRepo\109.jpg,0.21478630595665962
311,ImageRepo\13.jpg,ImageRepo\11.jpg,0.5757806252289657
312,ImageRepo\13.jpg,ImageRepo\110.jpg,0.5199883787081442
313,ImageRepo\13.jpg,ImageRepo\111.jpg,0.5375152455530975
314,ImageRepo\13.jpg,ImageRepo\112.jpg,0.678203954219879
315,ImageRepo\13.jpg,ImageRepo\113.jpg,0.3491729965214369
316,ImageRepo\13.jpg,ImageRepo\114.jpg,0.0006011031213435208
317,ImageRepo\13.jpg,ImageRepo\115.jpg,0.008364067933535675
318,ImageRepo\13.jpg,ImageRepo\116.jpg,0.1783283380982367
319,ImageRepo\13.jpg,ImageRepo\117.jpg,0.20579673920591923
320,ImageRepo\13.jpg,ImageRepo\118.jpg,0.7103538806198907
321,ImageRepo\13.jpg,ImageRepo\119.jpg,0.09791739942861462
322,ImageRepo\13.jpg,ImageRepo\12.jpg,0.00919959924925016
323,ImageRepo\13.jpg,ImageRepo\120.jpg,0.7378268281023791
324,ImageRepo\13.jpg,ImageRepo\121.jpg,0.7364409822705524
325,ImageRepo\14.jpg,ImageRepo\10.jpg,0.6638073363387321
326,ImageRepo\14.jpg,ImageRepo\100.jpg,0.5856693290343196
327,ImageRepo\14.jpg,ImageRepo\101.jpg,0.671896817609003
328,ImageRepo\14.jpg,ImageRepo\102.jpg,0.6891452774829232
329,ImageRepo\14.jpg,ImageRepo\103.jpg,0.003245885730281102
330,ImageRepo\14.jpg,ImageRepo\104.jpg,0.6923814613881824
331,ImageRepo\14.jpg,ImageRepo\105.jpg,0.7031433285475123
332,ImageRepo\14.jpg,ImageRepo\106.jpg,0.7303172955072351
333,ImageRepo\14.jpg,ImageRepo\107.jpg,0.1611450126260587
334,ImageRepo\14.jpg,ImageRepo\108.jpg,0.5878701879779613
335,ImageRepo\14.jpg,ImageRepo\109.jpg,0.2062345238016088
336,ImageRepo\14.jpg,ImageRepo\11.jpg,0.580247208194794
337,ImageRepo\14.jpg,ImageRepo\110.jpg,0.5110491908096991
338,ImageRepo\14.jpg,ImageRepo\111.jpg,0.5224932103437215
339,ImageRepo\14.jpg,ImageRepo\112.jpg,0.6837665690607797
340,ImageRepo\14.jpg,ImageRepo\113.jpg,0.3330135957724387
341,ImageRepo\14.jpg,ImageRepo\114.jpg,0.0008673370590744899
342,ImageRepo\14.jpg,ImageRepo\115.jpg,0.007432673681200014
343,ImageRepo\14.jpg,ImageRepo\116.jpg,0.17729420405803084
344,ImageRepo\14.jpg,ImageRepo\117.jpg,0.19588234893810078
345,ImageRepo\14.jpg,ImageRepo\118.jpg,0.7065896060226015
346,ImageRepo\14.jpg,ImageRepo\119.jpg,0.09536390264505513
347,ImageRepo\14.jpg,ImageRepo\12.jpg,0.012338599303624664
348,ImageRepo\14.jpg,ImageRepo\120.jpg,0.7402078285017041
349,ImageRepo\14.jpg,ImageRepo\121.jpg,0.7391087911468608
350,ImageRepo\14.jpg,ImageRepo\13.jpg,0.6151083350604946
351,ImageRepo\15.jpg,ImageRepo\10.jpg,0.7604608269716885
352,ImageRepo\15.jpg,ImageRepo\100.jpg,0.6694456735970994
353,ImageRepo\15.jpg,ImageRepo\101.jpg,0.7640335982283034
354,ImageRepo\15.jpg,ImageRepo\102.jpg,0.8080744647567483
355,ImageRepo\15.jpg,ImageRepo\103.jpg,0.011128730848996333
356,ImageRepo\15.jpg,ImageRepo\104.jpg,0.7857053570340331
357,ImageRepo\15.jpg,ImageRepo\105.jpg,0.7973874612796642
358,ImageRepo\15.jpg,ImageRepo\106.jpg,0.8117840079468993
359,ImageRepo\15.jpg,ImageRepo\107.jpg,0.17930928642667077
360,ImageRepo\15.jpg,ImageRepo\108.jpg,0.6669954878453036
361,ImageRepo\15.jpg,ImageRepo\109.jpg,0.23159505178271925
362,ImageRepo\15.jpg,ImageRepo\11.jpg,0.6429612283038467
363,ImageRepo\15.jpg,ImageRepo\110.jpg,0.5809876867633211
364,ImageRepo\15.jpg,ImageRepo\111.jpg,0.554930657375538
365,ImageRepo\15.jpg,ImageRepo\112.jpg,0.7836517823479744
366,ImageRepo\15.jpg,ImageRepo\113.jpg,0.3710434462780982
367,ImageRepo\15.jpg,ImageRepo\114.jpg,0.012951938626231703
368,ImageRepo\15.jpg,ImageRepo\115.jpg,0.01037507187704136
369,ImageRepo\15.jpg,ImageRepo\116.jpg,0.1913515787428809
370,ImageRepo\15.jpg,ImageRepo\117.jpg,0.2073341420402324
371,ImageRepo\15.jpg,ImageRepo\118.jpg,0.7788926064854856
372,ImageRepo\15.jpg,ImageRepo\119.jpg,0.11052720837969533
373,ImageRepo\15.jpg,ImageRepo\12.jpg,0.016740670264854627
374,ImageRepo\15.jpg,ImageRepo\120.jpg,0.8354626114233298
375,ImageRepo\15.jpg,ImageRepo\121.jpg,0.8319441412672552
376,ImageRepo\15.jpg,ImageRepo\13.jpg,0.6703148812334114
